caderno_numero,tec_id,banca,concurso,ano,enunciado,alternativas,gabarito,unidades,artigos,uso_pedagogico,situacao_juridica,confianca,arquivo_origem,pagina,status_banco,motivo_banco,revisao_manual,importar_agora
972,3559254,COGEPS UNIOESTE,GCM (Pref SM do Iguaçu)/Pref SM do Iguaçu/2025,2025,"A violência contra a mulher vem sendo amplamente estudada pela sociedade brasileira, tendo motivado a formulação e implementação de políticas públicas articuladas entre a União, os Estados, o Distrito Federal e os Municípios, com vistas à sua prevenção. Assinale a alternativa que NÃO é uma medida de prevenção à violência doméstica prevista na Lei Maria da Penha.","a) Capacitação da mulher para ingressar no mercado de trabalho. | b) Promoção e realização de campanhas educativas de prevenção da violência doméstica e familiar contra a mulher. | c) Capacitação permanente das Polícias Civil e Militar, da Guarda Municipal, do Corpo de Bombeiros quanto às questões de gênero e de raça ou etnia. | d) Promoção de estudos e pesquisas, estatísticas e outras informações relevantes, com a perspectiva de gênero. | e) Integração operacional do Poder Judiciário, do Ministério Público e da Defensoria Pública com as áreas de segurança pública, assistência social, saúde, educação, trabalho e habitação",A,U2,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,36,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
974,3237914,CEBRASPE (CESPE),AAAPC (PC DF)/PC DF/Agente Administrativo/2025,2025,"(PMLM/URCA 2025) A lei nº 11.340, de 7 de agosto de 2006 - cria mecanismos para coibir a violência doméstica e familiar contra a mulher no título III da assistência à mulher em situação de violência doméstica e familiar em seu capítulo i, que trata das medidas integradas de prevenção, no seu art. 8º a política pública que visa coibir a violência doméstica e familiar contra a mulher far-se-á por meio de um conjunto articulado de ações da união, dos estados, do distrito federal e dos municípios e de ações não-governamentais, tendo por diretrizes: assinale a alternativa incorreta:","a) A promoção de estudos e pesquisas, estatísticas e outras informações relevantes, com a perspectiva de gênero e de raça ou etnia, concernentes às causas, às consequências e à frequência da violência doméstica e familiar contra a mulher, para a sistematização de dados, a serem unificados nacionalmente, e a avaliação periódica dos resultados das medidas adotadas; | b) A celebração de convênios, protocolos, ajustes, termos ou outros instrumentos de promoção de parceria entre órgãos governamentais ou entre estes e entidades nãogovernamentais, tendo por objetivo a implementação de programas de erradicação da violência doméstica e familiar contra a mulher; | c) A assistência à mulher em situação de violência doméstica e familiar compreenderá o acesso aos benefícios decorrentes do desenvolvimento científico e tecnológico, incluindo os serviços de contracepção de emergência, a profilaxia das Doenças Sexualmente Transmissíveis (DST) e da Síndrome da Imunodeficiência Adquirida (AIDS) e outros procedimentos médicos necessários e cabíveis nos casos de violência sexual; | d) A promoção de programas educacionais que disseminem valores éticos de irrestrito respeito à dignidade da pessoa humana com a perspectiva de gênero e de raça ou etnia; | e) A promoção e a realização de campanhas educativas de prevenção da violência doméstica e familiar contra a mulher, voltadas ao público escolar e à sociedade em geral, e a difusão desta Lei e dos instrumentos de proteção aos direitos humanos das mulheres.",C,U2,8-A;8,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,36,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
975,3339061,FAFIPA,GCM (Pref Araucária)/Pref Araucária/2025,2025,"Julgue o item a seguir, considerando as disposições da Lei Maria da Penha (Lei n.º 11.340/2006). Em todos os casos de violência doméstica e familiar contra a mulher, feito o registro da ocorrência, deve a autoridade policial proceder, de imediato, à oitiva do agressor e das eventuais testemunhas. Certo Errado",,Certo,U3,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,15,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
976,3750104,FUNDATEC,Of Adm (Pref Soledade (RS))/Pref Soledade (RS)/2025,2025,"A respeito da Lei nº 11.340/2006, mais conhecida como Lei Maria da Penha, assinale a alternativa INCORRETA.","a) Em qualquer fase do inquérito policial ou da instrução criminal, caberá a prisão preventivav do agressor, decretada pelo juiz, de ofício, a requerimento do Ministério Público ou mediante representação da autoridade policial. | b) Na interpretação desta Lei, serão considerados os fins sociais a que ela se destina e, especialmente, as condições peculiares das mulheres em situação de violência doméstica e familiar. | c) O juiz determinará, por prazo certo, a inclusão da mulher em situação de violência doméstica e familiar no cadastro de programas assistenciais do governo federal, estadual e municipal. | d) A violência doméstica e familiar contra a mulher constitui uma das formas de violação dos direitos humanos. | e) Na hipótese da iminência ou da prática de violência doméstica e familiar contra a mulher, a autoridade policial que tomar conhecimento da ocorrência adotadará, em até 48 (quarenta e oito) horas, as providências legais cabíveis.",E,,,BANCO_GERAL_MISSAO_FINAL,ATUAL,media,Caderno Lei Maria da Penha - 800 ao 1000.pdf,15,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
980,3749202,EDUCA PB,GCM (Pref Santa Cecília)/Pref Sta Cecília PB/2025,2025,"Com base na Lei Maria da Penha (Lei n.º 11.340/2006), julgue o item seguinte. Após o registro da ocorrência de um caso de violência doméstica e familiar contra a mulher, é prerrogativa da autoridade policial a deliberação sobre a necessidade de oitiva do agressor e das testemunhas elencadas. Certo Errado",,Errado,U3,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,38,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
981,3500155,CEBRASPE (CESPE),Psic (PF)/PF/Clínico/2025,2025,"A respeito do art. 12 da Lei nº 11.340 de 2006 (Lei Maria da Penha), nos casos de violência doméstica e familiar contra a mulher, feito o registro da ocorrência, deverá a autoridade policial remeter, no prazo de:","a) 12 (doze) horas, expediente apartado ao juiz com o pedido da ofendida, para a concessão de medidas protetivas de urgência. | b) 24 (vinte e quatro) horas, expediente apartado ao juiz com o pedido da ofendida, para a concessão de medidas protetivas de urgência. | c) 36 (trinta e seis) horas, expediente apartado ao juiz com o pedido da ofendida, para a concessão de medidas protetivas de urgência. | d) 48 (quarenta e oito) horas, expediente apartado ao juiz com o pedido da ofendida, para a concessão de medidas protetivas de urgência.",D,U3,12,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,38,NOVA_CONFIRMADA,"Revisao manual (Camada C, Jaccard 0.36 vs questoes.id=133): ambas usam o molde ""prazo de ___ horas"" com as mesmas 4-5 alternativas numericas, mas testam atores e dispositivos diferentes -- id=133 e o prazo do JUIZ para decidir sobre a medida protetiva (art. 18, 48h); caderno 981 e o prazo da AUTORIDADE POLICIAL para remeter o expediente ao juiz (art. 12, o, 48h). Mesmo gabarito numerico (48h) por coincidencia de ambos os prazos legais serem 48h, mas pontos de direito distintos. Confirmado NOVA.",true,sim
982,3674860,Marinha,QT (Marinha)/Marinha/Serviço Social/2025,2025,"Com base no disposto na Lei n.º 11.340/2006 (Lei Maria da Penha), julgue o item a seguir. Para fins de assistência à mulher em situação de violência doméstica e familiar, a política pública voltada a coibir esse tipo de violência terá, entre outras diretrizes, a integração operacional do Poder Judiciário, do Ministério Público e das polícias civis com as áreas de assistência social, saúde, educação, trabalho e transporte. Certo Errado",,Errado,U2,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,38,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
983,3417035,VUNESP,Adv CREAS (Pref Itapevi)/Pref Itapevi/2025,2025,"Com base na Lei nº 11.340/2008, que cria mecanismos para coibir a violência doméstica e familiar contra a mulher, é correto afirmar que:","a) nos casos de risco à integridade física da ofendida ou à efetividade da medida protetiva de urgência, poderá ser concedida liberdade provisória ao agressor após audiência de custódia. | b) verificada a existência de risco atual ou iminente à vida ou à integridade física ou psicológica da mulher em situação de violência doméstica e familiar, ou de seus dependentes, o agressor será imediatamente afastado do lar, domicílio ou local de convivência com a ofendida, pelo policial, quando o Município não for sede de comarca e não houver delegado disponível no momento da denúncia. | c) devido à proteção dos dados pessoais da ofendida, não serão admitidos como meios de prova os laudos ou prontuários médicos fornecidos por hospitais e postos de saúde. | d) em todos os casos de violência doméstica e familiar contra a mulher, feito o registro da ocorrência, deverá a autoridade policial remeter, no prazo de 24 (vinte e quatro) horas, expediente apartado ao juiz com pedido da ofendida, para a concessão de medidas protetivas de urgência. | e) em casos leves envolvendo violência doméstica e familiar contra a mulher, poderão ser aplicadas penas de cesta básica ou de prestação pecuniária ao agressor.",B,U3,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,38,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
984,3597170,IBAM,GCM (S Vicente)/Pref São Vicente/2025,2025,"Joana é médica e possui vínculo trabalhista formalizado com o Hospital Infantil Julieta. Na última sexta-feira, enquanto trabalhava no plantão noturno, seu marido, José, entrou no consultório em que ela estava e a esfaqueou, deixando-a em perigo de vida. Joana foi rapidamente atendida e transferida para um hospital do Sistema Único de Saúde (SUS) e sobreviveu. Com base na situação hipotética e no disposto na Lei Maria da Penha, assinale a alternativa correta.","a) Joana deverá ser obrigatoriamente inquirida por servidoras do sexo feminino, em recinto especialmente projetado para esse fim, por profissional especializada em violência doméstica e familiar, e o depoimento será registrado em meio eletrônico ou magnético, devendo a degravação e a mídia integrarem o inquérito. | b) A autoridade policial que atender à ocorrência deverá remeter, no prazo de 24 (vinte e quatro) horas, expediente apartado ao juiz com o pedido de Joana, para a concessão de medidas protetivas de urgência. | c) O policial, verificando a existência de risco atual ou iminente à vida de Joana, deverá imediatamente afastar José do lar, pois o crime ocorreu na sexta-feira à noite, horário em que não há juiz de plantão na comarca. | d) José é obrigado a ressarcir ao SUS, de acordo com a tabela SUS, os custos relativos aos serviços de saúde prestados para o total tratamento de Joana, recolhidos os recursos assim arrecadados ao Fundo de Saúde do ente federado responsável pela unidade de saúde que prestou o serviço. | e) A Joana é assegurada a manutenção do vínculo trabalhista, quando necessário o afastamento do local de trabalho, por até um ano.",D,U2+U3,,PRATICA_UNIDADE,ATUAL,media,Caderno Lei Maria da Penha - 800 ao 1000.pdf,39,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
985,3764647,CEV UECE,GCM (Pref Tauá)/Pref Tauá/2025,2025,"A Lei Maria da Penha estabelece diretrizes para uma política pública de enfrentamento à violência doméstica e familiar contra a mulher, com enfoque na articulação entre instituições do Estado e da sociedade civil. Um dos pilares dessa política é a transversalidade, que exige a integração entre diferentes áreas e agentes públicos, bem como a adoção de medidas preventivas e educativas. Acerca do assunto, marque (V) para as afirmativas verdadeiras, e (F), para as falsas. (__)A integração entre Poder Judiciário, Ministério Público, Defensoria Pública e áreas como segurança pública, saúde e educação é uma diretriz expressa da política pública de combate à violência contra a mulher. (__)A criação de mecanismos legais de mediação entre vítima e agressor é uma das estratégias recomendadas pela Lei Maria da Penha para pacificação familiar, inclusive nos casos de reincidência. (__)A articulação entre entes federativos é opcional e apenas recomendada, sendo dispensável na efetivação das políticas públicas previstas na Lei Maria da Penha. (__)A capacitação permanente dos profissionais das áreas de segurança, saúde, educação e assistência social é prevista como uma diretriz da política pública de enfrentamento à violência de gênero. Após análise, assinale a alternativa que apresenta a sequência correta dos itens acima.","a) V, F, F, F. | b) V, F, F, V. | c) V, V, V, V. | d) F, F, V, V.",B,U2,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,39,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
987,3623830,FUNDATEC,Ag Adm Sau (Pref Lajeado)/Pref Lajeado (RS)/2025,2025,Assinale a alternativa que está de acordo com a Lei Maria da Penha:,"a) É permitida a aplicação de penas de cesta básica ou outras de prestação pecuniária, porém, é vedada a substituição de pena que implique o pagamento isolado de multa. | b) O nome da ofendida e do ofensor ficarão sob sigilo nos processos em que se apuram crimes violentos praticados contra a mulher. | c) A ofendida deverá ser comunicada dos atos processuais relativos ao agressor, inclusive aos pertinentes ao ingresso e à saída da prisão, exclusivamente por seu advogado constituído ou defensor público. | d) O juiz poderá assegurar à mulher em situação de violência doméstica, para preservar sua integridade física e psicológica, a manutenção do vínculo trabalhista, quando necessário o afastamento do local de trabalho, por até seis meses. | e) É direito da mulher em situação de violência doméstica e familiar o atendimento policial e pericial especializado, ininterrupto e prestado por servidores – exclusivamente do sexo feminino – previamente capacitados.",D,U2,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,39,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
989,3852897,FUNDATEC,OGM (Pref Imbé)/Pref Imbé/2025,2025,"Com base nas disposições da lei que disciplina o Sistema Nacional de Políticas Públicas sobre Drogas e da Lei Maria da Penha, julgue o item a seguir. Verificado risco atual ou iminente à vida ou à integridade física ou psicológica da mulher em situação de violência doméstica, a competência para determinar o afastamento do agressor do lar é exclusiva da autoridade judicial. Certo Errado",,Errado,U3,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,40,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
991,3399155,FGV,Ana MPU/MPU/Serviço Social/2025,2025,"Ana Paula, servidora pública de órgão estadual, procurou o Ministério Público para denunciar situação de violência doméstica cometida pelo companheiro. Ela relatou que sente medo de novas violências e que se sentiria mais segura indo para casa de familiares que moram em outro município, mas no mesmo Estado, porém não sabe quais são os seus direitos frente à transferência ou ausência de local de trabalho. Com base na Lei n° 11.340/2006, o técnico que atendeu Ana Paula explicou corretamente que o juiz assegurará à mulher em situação de violência doméstica","a) acesso à licença remunerada por até 12 meses quando servidora pública, integrante da administração direta ou indireta. | b) acesso prioritário à remoção quando servidora pública, integrante da administração direta ou indireta. | c) acesso a benefícios previdenciários de natureza indenizatória quando servidora pública, integrante da administração direta ou indireta. | d) acesso ao afastamento do local de trabalho sem remuneração por até 36 meses quando servidora pública, integrante da administração direta ou indireta. | e) acesso à redistribuição quando servidora pública, integrante da administração direta ou indireta.",B,U2,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,40,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
992,3559251,COGEPS UNIOESTE,GCM (Pref SM do Iguaçu)/Pref SM do Iguaçu/2025,2025,"Ruth foi obrigada a mudar de cidade devido aos vários episódios de violência física e psicológica praticados por seu marido. Na nova cidade, procurou a rede pública de educação para matricular seus filhos menores de idade. Entretanto, foi informada de que, por não haver mais vagas disponíveis, ela deveria se dirigir a outro município. Ao procurar o Serviço Social, ela foi informada de que, de acordo com a Lei Maria da Penha:","a) a direção da escola mais próxima do domicílio da mulher em situação de violência, seja ela pública ou privada, é obrigada a receber os filhos menores até haver uma vaga definitiva; | b) caso a rede pública de educação não tenha vaga para os dependentes menores, a rede de educação privada é obrigada a recebê-los; | c) os filhos menores serão matriculados no estabelecimento público de educação em que houver vaga, e a Prefeitura ofertará transporte, caso seja necessário; | d) a mulher em situação de violência doméstica e familiar tem prioridade para matricular seus dependentes em instituição de educação básica mais próxima de seu domicílio; | e) configurando-se a ausência de vagas na rede pública próxima ao domicílio, não há o que possa ser feito, e os dependentes menores serão matriculados onde houver vaga.",D,U2,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,41,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
994,3364927,OBJETIVA CONCURSOS,Ag (Pref Gramado)/Pref Gramado/Comunitário de Saúde/2025,2025,"Segundo a Lei Maria da Penha, a política pública que visa coibir a violência doméstica e familiar contra a mulher far-se-á por meio de um conjunto articulado de ações da União, dos Estados, do Distrito Federal e dos Municípios e de ações não-governamentais, tendo por diretrizes, EXCETO:","a) A implementação de atendimento policial especializado para as mulheres, em particular nas Delegacias de Atendimento à Mulher. | b) A promoção de programas educacionais que disseminem valores éticos de restrito respeito à dignidade da pessoa humana com a perspectiva de gênero e de raça ou etnia. | c) O destaque, nos currículos escolares de todos os níveis de ensino, para os conteúdos relativos aos direitos humanos, à equidade de gênero e de raça ou etnia e ao problema da violência doméstica e familiar contra a mulher. | d) A promoção e a realização de campanhas educativas de prevenção da violência doméstica e familiar contra a mulher, voltadas ao público escolar e à sociedade em geral, e a difusão desta Lei e dos instrumentos de proteção aos direitos humanos das mulheres.",B,U2,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,41,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
995,3746930,EDUCA PB,Ass (Pref Santa Cecília)/Pref Sta Cecília PB/Sala/2025,2025,"Em conformidade com a Lei nº 11.340/2006 − Lei Maria da Penha, a assistência à mulher em situação de violência doméstica e familiar compreenderá o acesso aos benefícios decorrentes do desenvolvimento científico e tecnológico, incluindo alguns serviços, EXCETO:",a) Contracepção de emergência. | b) Profilaxia das Doenças Sexualmente Transmissíveis. | c) Profilaxia da Trombose. | d) Profilaxia da Síndrome da Imunodeficiência Adquirida.,C,U2,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,41,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
999,3484028,CPCON UEPB,ASoc (Pref Nazarezinho)/Pref Nazarezinho/2025,2025,"Antônia é uma mulher que sofria há três anos violência doméstica e familiar por parte de seu companheiro, pai de seus três filhos pequenos, Maria, João e André. Em 2024, através de uma visita domiciliar de uma assistente social da Secretaria Municipal de Assistência Social do município em que reside, Antônia, após conversa e orientação profissional, tomou a iniciativa de denunciar o seu companheiro na delegacia especializada de atendimento à mulher, onde todas as providências legais cabíveis foram tomadas. Diante disso, Antônia e seus três filhos mudaram de residência, foram morar na casa de sua tia, que fica na cidade XXBB, município vizinho de onde Antônia residia. Seus três filhos estudavam em uma escola regular, estando todos em séries do Ensino Fundamental I. Dessa forma, as crianças terão que ser transferidas para uma nova escola da cidade XXBB. Diante do relato da história apresentada, e com base no que dispõe a assistência à mulher em situação de violência doméstica e familiar previsto na Lei nº 11.340/2006 e suas atualizações, é CORRETO afirmar que:","a) Antônia só poderá transferir seus filhos para uma nova instituição de educação básica se esta for distante de seu novo domicílio, tendo em vista a garantia da proteção social das crianças, de acordo com a Lei nº 11.340/2006. | b) Antônia terá prioridade para transferir seus filhos para uma nova instituição de educação básica mais próxima de seu novo domicílio, mediante a apresentação dos documentos comprobatórios do registro da ocorrência policial ou do processo de violência doméstica e familiar em curso, em que o acesso às informações será reservado ao juiz, ao Ministério Público e aos órgãos competentes do poder público . | c) Antônia não poderá transferir seus filhos para uma nova instituição de educação básica mais próxima de seu novo domicílio, até quando estiver em curso o processo de violência doméstica e familiar. | d) Antônia poderá transferir seus filhos para uma nova instituição de educação básica mais próxima de seu novo domicílio, mediante a apresentação dos documentos comprobatórios do registro da ocorrência policial ou do processo de violência doméstica e familiar em curso para todos os professores e demais funcionários da escola tomarem ciência do motivo da transferência. | e) Antônia terá prioridade para transferir seus filhos para uma nova instituição de educação básica mais próxima de seu novo domicílio, sem necessidade de apresentação dos documentos comprobatórios do registro da ocorrência policial ou do processo de violência doméstica e familiar em curso.",B,U2,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,42,PROBLEMATICA,caderno 999 excluido do Lote 1 por falta de metadados confirmaveis no PDF (cauda ausente na extracao),true,nao
