caderno_numero,tec_id,banca,concurso,ano,gabarito,enunciado_resumo,status_comparacao,questao_existente_id,unidade,artigos,uso_pedagogico,confianca,motivo,arquivo_origem,pagina
127,467766,FUNDATEC,TO (IRGA)/IRGA,2013,D,"Considerando o regramento previsto na Lei Federal nº 11.340/2006 (Lei Maria da Penha), analise as afirmações que seguem: I. Esta Lei cria mecanismos p…",PENDENTE_COMPARACAO_SUPABASE,,U1,1º a 4º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 1º a 4º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,26
128,496084,ESPP,Psico (MPE PR)/MPE PR,2013,C,"A Lei nº 11.340 de 7 de agosto de 2006, ficou conhecida como Lei Maria da Penha e é resultado de uma luta histórica dos movimentos feministas e de mul…",PENDENTE_COMPARACAO_SUPABASE,,U1,1º a 4º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 1º a 4º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,27
129,1247948,CAIPIMES,Ass (Pref Sto André)/Pref Santo André/Social I,2012,B,"O artigo 1º da Lei Maria da Penha, dispõe sobre a criação:",PENDENTE_COMPARACAO_SUPABASE,,U1,1º a 4º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 1º a 4º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,27
130,579391,FCC,ATE (SEE MG)/SEE MG/Nível I Grau A/Técnico - Apoio Técnico em SRE e no Órgão Central da SEE,2012,A,"Uma mulher, vítima de violência doméstica que resultou em lesões irreversíveis a sua saúde, como paraplegia e outras sequelas, se transformou em símbo…",PENDENTE_COMPARACAO_SUPABASE,,U1,1º a 4º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 1º a 4º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,27
131,455023,CEBRASPE (CESPE),Of (PM DF)/PM DF/Especialista/Manutenção em Comunicações,2010,Certo,"Com relação à Lei Maria da Penha, julgue o seguinte item. Toda mulher goza dos direitos fundamentais inerentes à pessoa humana, sendo-lhe asseguradas …",PENDENTE_COMPARACAO_SUPABASE,,U1,1º a 4º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 1º a 4º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,27
132,1530784,CEBRASPE (CESPE),Ass Soc (UNIPAMPA)/UNIPAMPA,2009,Certo,"Assistentes sociais trabalham com as mais diversas expressões da questão social, esclarecendo à população seus direitos sociais e os meios de acesso a…",PENDENTE_COMPARACAO_SUPABASE,,U1,1º a 4º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 1º a 4º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,28
133,2545096,FCC,AJ (TJ PA)/TJ PA/Assistente Social,2009,A,"Segundo a Lei nº 11.340, de 7 de agosto de 2006 (Lei Maria da Penha), cria mecanismos para coibir a violência doméstica e familiar contra a mulher, no…",PENDENTE_COMPARACAO_SUPABASE,,U1,1º a 4º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 1º a 4º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,28
134,2853020,VUNESP,Prof EFM (SEDUC SP)/SEDUC SP/Sociologia,2009,D,"Mecanismos de combate à violência doméstica e familiar contra a mulher foram criados pela Lei n.º 11.340, de 07 de Agosto de 2006. Essa lei ficou conh…",PENDENTE_COMPARACAO_SUPABASE,,U1,1º a 4º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 1º a 4º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,28
135,1322346,CEBRASPE (CESPE),Med Leg (PC TO)/PC TO,2008,Certo,"Após discussão entre casal e ocorrência de “vias de fato”, o marido e a esposa foram levados à delegacia e, a seguir, ao IML. A esposa apresentava equ…",PENDENTE_COMPARACAO_SUPABASE,,U1,1º a 4º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 1º a 4º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,28
136,1719996,Marinha,QT (Marinha)/Marinha/Serviço Social,2008,E,"A Lei 11.340/2006, conhecida como a Lei Maria da Penha, cria mecanismos para",PENDENTE_COMPARACAO_SUPABASE,,U1,1º a 4º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 1º a 4º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,28
137,3749543,IGEDUC,ASoc (Pref Calçado)/Pref Calçado,2026,B,"A Lei Maria da Penha (Lei nº 11.340/2006) é o principal marco legal no combate à violência doméstica e familiar contra a mulher no Brasil, estabelecen…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,28
138,3803127,PS Concursos,Coord (Pref Timbé do Sul)/Pref Timbé do Sul/Social de Alta Complexidade,2026,E,"Conforme disposto na Lei nº 11.340, de 7 de agosto de 2006 (Lei Maria da Penha), assinale a alternativa que NÃO corresponde a uma das formas de violên…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,29
139,3795016,CEPUERJ,Res Jur (UERJ)/UERJ,2026,D,"Duas mulheres tiveram relacionamento afetivo, durante o qual ambas permaneceram morando em suas respectivas residências. Após o término do relacioname…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,29
140,4114069,FUNDATEC,Ag (Pref Carlos Barbosa)/Pref Carlos Barbosa/Administrativo,2026,B,"Em abril de 2026, foi reconhecida uma nova forma de violência doméstica e familiar contra a mulher pela Lei Maria da Penha. Entendida como qualquer fo…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,29
141,3856073,PROMUN,Of Esc (Pref (Pref Cpo Jordão)/Pref Cpo Jordão,2026,C,"Sob a perspectiva da Lei Nº 11.340/2006 – Lei Maria da Penha, são consideradas formas de violência doméstica e familiar contra a mulher: I. Patrimonia…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,29
142,3828140,FUNDATEC,AFT (Pref Três Passos)/Pref Três Passos,2026,A,"A Lei Maria da Penha é uma legislação brasileira que cria mecanismos para coibir e prevenir a violência doméstica e familiar contra a mulher, estabele…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,29
143,3845700,AVANÇASP,Proc JM (Pref Potim)/Pref Potim,2026,D,"Marina, ao longo de seu relacionamento, passou a sofrer mudanças em sua autoestima. Seu parceiro frequentemente a humilhava, insultava suas crenças, c…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,30
144,4015013,FUNDATEC,Moto (Pref Ivorá)/Pref Ivorá,2026,B,"De acordo com o art. 5º da Lei nº 11.340/2006 (Lei Maria da Penha), para os efeitos dessa Lei, configura violência doméstica e familiar contra a mulhe…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,30
145,3805712,FCC,Ana (MPE SE)/MPE SE/Psicologia,2026,C,"A Lei Maria da Penha (Lei nº 11.340/2006) criou mecanismos para coibir e prevenir a violência doméstica e familiar contra a mulher, tendo estabelecido…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,30
146,3771990,Unifil,Psi (Pref Amélia)/Pref Amélia/II,2026,D,A Lei Maria da Penha (Lei nº 11.340/2006) é um marco fundamental no enfrentamento à violência contra a mulher no Brasil. Sua importância está em vária…,PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,30
147,3818144,AMAUC,Ass Soc (Pref Irani)/Pref Irani,2026,B,A Lei nº 11.340/2006 cria mecanismos para coibir e prevenir a violência doméstica e familiar contra a mulher. A lei tipifica diferentes formas de viol…,PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,31
148,3772977,CETAP,ASoc (Pref Viseu)/Pref Viseu,2026,A,"Para os efeitos da Lei Maria da Penha, configura violência doméstica e familiar contra a mulher qualquer ação ou omissão baseada no gênero que lhe cau…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,31
149,3801265,FUNDATEC,Enf (Pref Agudo)/Pref Agudo,2026,C,"Uma mulher adulta relata ter sofrido reiteradas ameaças e controle psicológico por parte de sua irmã, com quem reside no mesmo imóvel, em contexto de …",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,31
150,4041994,CEBRASPE (CESPE),Alun Of (PM DF)/PM DF,2026,B,"Em relação às formas de violência doméstica e familiar contra a mulher, julgue os itens seguintes, conforme a Lei Maria da Penha. I. Configura-se viol…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,31
151,3979218,SELECON,Ass (UFRJ)/UFRJ/Administração,2026,A,"Por meio de lei específica, foi instituído programa para prevenir e enfrentar a prática do assédio sexual e de crimes contra a dignidade sexual e de t…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,32
152,3966881,IDECAN,Ass Soc (UNILAB)/UNILAB,2026,D,"No tocante a Lei Maria da Penha (Lei nº 11.340/2006), são formas de violência doméstica e familiar contra a mulher, entre outras, aquela entendida com…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,32
153,3803405,PS Concursos,Psic (Pref Timbé do Sul)/Pref Timbé do Sul,2026,D,"Estão previstos cinco tipos de violência doméstica e familiar contra a mulher na Lei Maria da Penha: física, psicológica, moral, sexual e patrimonial.…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,32
154,3779878,IMPARH,PTNS (SDHDS)/Pref Fortaleza/Pedagogia,2026,C,"A Lei Maria da Penha (Lei nº 11.340/2006) define diferentes formas de violência doméstica e familiar contra a mulher. Sobre essa definição, assinale a…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,32
155,3956879,VUNESP,GCM (Pref SP)/Pref SP,2026,E,"De acordo com a Lei nº 11.340/06 (Lei Maria da Penha), assinale a alternativa correta.",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,32
156,3791630,Instituto AOCP,Pol Pen (DEPEN MG)/DEPEN MG,2026,D,"Letícia vive em união estável com Renato. Após discussões, Renato reteve os documentos pessoais de Letícia (RG e CPF), subtraiu o cartão bancário e de…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,32
157,3815893,FUNATEC,Ass Soc (Pref V Mearim)/Pref V Mearim,2026,C,"No âmbito da legislação brasileira, a violência doméstica é compreendida de forma ampla e multifacetada. Assinale a alternativa que expressa corretame…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,33
158,3363059,FUNDATEC,ASoc (Tangará S)/Pref Tangará da S,2025,D,"De acordo com a Lei Maria da Penha, analise as assertivas abaixo: I. É forma de violência doméstica e familiar contra a mulher, entre outras, a violên…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,33
159,3790587,AMEOSC,Ori Soc (Pref Anchieta (SC))/Pref Anchieta (SC),2025,C,A Lei Maria da Penha (Lei nº 11.340/2006) representa um marco na luta contra a violência doméstica e familiar contra a mulher. Sobre as formas de viol…,PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,33
160,3754603,SELECON,Ass Soc (Pref Marcelândia)/Pref Marcelândia,2025,C,"Joseane vive uma relação abusiva com seu companheiro, Arthur, que vem crescendo dia-a-dia. Atualmente, Arthur impõe limitações aos lugares e horários …",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,33
161,3750700,FUNDATEC,At Ger (Pref Soledade (RS))/Pref Soledade (RS),2025,E,"De acordo com a Lei Maria da Penha, qual das alternativas abaixo caracteriza violência psicológica?",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,33
162,3750522,FUNDATEC,Moto (Pref Soledade (RS))/Pref Soledade (RS),2025,A,"Segundo a Lei Maria da Penha, quem pode ser considerada vítima de violência doméstica e familiar?",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,34
163,3750520,FUNDATEC,Moto (Pref Soledade (RS))/Pref Soledade (RS),2025,D,"Conforme a Lei Maria da Penha, é entendida como violência contra a mulher a violência:",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,34
164,3750109,FUNDATEC,Of Adm (Pref Soledade (RS))/Pref Soledade (RS),2025,E,"Conforme a Lei Maria da Penha, para fins de aplicação da norma, considera-se unidade doméstica:",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,34
165,3748345,AMEOSC,Psico (Pref Iporã do Oeste)/Pref Iporã do Oeste,2025,D,"Durante uma escuta qualificada em um Centro de Referência, uma psicóloga identificou sinais de violência psicológica em uma mulher em situação de vuln…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,34
166,3745005,OBJETIVA CONCURSOS,Den (Pref Francisco Alves)/Pref Francisco Alves,2025,D,"Tendo em vista a Lei nº 11.340/2006 — Lei Maria da Penha, assinalar a alternativa que NÃO configura violência doméstica e familiar contra a mulher.",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,34
167,3744367,FUNDATEC,GCM (Pref St'a Livramento)/Pref St'a Livramento,2025,C,"Marido descobre uma traição da esposa, com quem tem união estável há muitos anos. Estando ela grávida, ele a obriga a realizar um aborto, afirmando qu…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,34
168,3744036,FGV,Prom Jus (MPE ES)/MPE ES,2025,B,"Caio e Isabela, ambos maiores e capazes, namoraram durante anos, embora nunca tenham residido em conjunto. No curso do relacionamento, o casal aliment…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,35
